"Mon Feb 14 03:29:38 -0500 2011",37.7493,-122.429
"Mon Feb 14 03:29:56 -0500 2011",37.6637,-121.033
"Mon Feb 14 03:30:04 -0500 2011",38.4073,-121.433
"Mon Feb 14 03:30:41 -0500 2011",1.48265,124.843
"Mon Feb 14 03:31:53 -0500 2011",51.5754,0.12598
"Mon Feb 14 03:33:54 -0500 2011",33.6411,-117.965
"Mon Feb 14 03:34:14 -0500 2011",25.6538,-100.197
"Mon Feb 14 03:38:01 -0500 2011",41.0744,-81.5158
"Mon Feb 14 03:38:48 -0500 2011",21.1236,-101.68
"Mon Feb 14 03:40:50 -0500 2011",42.0158,-71.3006
"Mon Feb 14 03:43:42 -0500 2011",36.1772,-115.243
"Mon Feb 14 03:44:08 -0500 2011",-6.25843,106.859
"Mon Feb 14 03:44:41 -0500 2011",20.7254,-103.528
"Mon Feb 14 03:45:56 -0500 2011",37.3477,-77.3979
"Mon Feb 14 03:46:52 -0500 2011",41.5487,-83.646
"Mon Feb 14 03:47:32 -0500 2011",33.2462,-117.058
"Mon Feb 14 03:48:18 -0500 2011",41.6167,-109.231
"Mon Feb 14 03:49:14 -0500 2011",-8.67748,115.215
"Mon Feb 14 03:49:37 -0500 2011",37.5533,-77.439
"Mon Feb 14 03:49:42 -0500 2011",39.5386,-119.737
"Mon Feb 14 03:49:41 -0500 2011",36.3191,-94.1764
"Mon Feb 14 03:50:58 -0500 2011",33.5556,-112.342
"Mon Feb 14 03:51:00 -0500 2011",-3.71839,-38.5434
"Mon Feb 14 03:51:13 -0500 2011",49.2352,-122.879
"Mon Feb 14 03:51:19 -0500 2011",-20.3737,-40.3116
"Mon Feb 14 03:51:54 -0500 2011",40.7812,-81.3305
"Mon Feb 14 03:51:59 -0500 2011",47.122,-122.317
"Mon Feb 14 03:52:08 -0500 2011",33.9706,-117.742
"Mon Feb 14 03:53:14 -0500 2011",37.8884,-122.309
"Mon Feb 14 03:53:25 -0500 2011",31.7236,-106.302
"Mon Feb 14 03:53:59 -0500 2011",48.4419,-123.335
"Mon Feb 14 03:54:03 -0500 2011",41.8692,-87.6792
"Mon Feb 14 03:54:08 -0500 2011",-6.25347,106.748
